id	question	label
3108	Which side should a bowler facing a 37803 split hit the 3-pin on-the left or the right ?	ENTY
3109	Where are some great educational resources for parents and teachers ?	LOC
3110	How many Israeli athletes were killed at the Munich Olympics ?	NUM
3111	What is the Scotch `` for people who know the difference '' ?	ENTY
3112	When was Richard Nixon born ?	NUM
3113	What New York City landmark has 168 steps to its crown ?	LOC
3114	Where is the Bulls basketball team based ?	LOC
3115	What is the recomended age to switch a child from a crib to a bed ?	NUM
3116	Which Rockefeller was sometimes called `` JDR3 '' ?	HUM
3117	When is the Sun closest to the Earth ?	NUM
3118	What are some chemical properties of mendelevium ?	DESC
3119	What is the average hours per months spent online by AOL users ?	NUM
3120	Whom did Friz Freleng add to the Warner Bros. cartoon ranks ?	HUM
3121	What is the origin of the word `` sideburns '' ?	DESC
3122	The trials resulting from World War II are known as what ?	ENTY
3123	What started in 1849 when gold was discovered at Sutter 's Mill ?	ENTY
3124	What is a First World country ?	DESC
3125	Who was Shakespeare 's Moorish general ?	HUM
3126	What 's the second-highest mountain in the world ?	LOC
3127	What country was Erich Honecker the leader of ?	LOC
3128	How does salt melt ice and snow ?	DESC
3129	What two Japanese cities are spelled with the letters K , O , O , T and Y ?	LOC
3130	What does laser stand for ?	DESC
3131	Who taught Matt Murdock to use his extraordinary abilities in Marvel comics ?	HUM
3132	Where did Wile E. Coyote always get his devices ?	LOC
3133	How far away is the moon ?	NUM
3134	What famous film and TV cowboy lent his name to a fast food chain ?	HUM
3135	What is mandibulofacial dysostosis ?	DESC
3136	What was the reason for the partition of the Anglican and Vatican churches ?	DESC
3137	What is Butterfield 8 in Butterfield 8 ?	DESC
3138	Who famously rode to warn the people of Massachusetts that the British were coming ?	HUM
3139	What is DTMF ?	ABBR
3140	Name a movie that the actress , Sandra Bullock , had a role in .	ENTY
3141	What blew up at Lakehurst , New Jersey , on May 6 , 1977 ?	ENTY
3142	Who commanded the French forces at the Battle of Orleans ?	HUM
3143	Where can an individual get a contact lens tested that burned the entire surface of eye when new ?	LOC
3144	What countries does the Mont Blanc Tunnel join ?	LOC
3145	What ill-fated craft was captained by Ernst Lehmann ?	ENTY
3146	When did Amtrak begin operations ?	NUM
3147	How many bones are in the human hand ?	NUM
3148	How many chemical elements are there ?	NUM
3149	What eastern state sprouted the first commercial nuclear power plant in the U.S. ?	LOC
3150	What are the three most populated countries in the world ?	LOC
3151	Who led the opposition when Konrad Adenauer was Chancellor in Germany ?	HUM
3152	What is the current population for these countries : France , Spain , Italy , Greece , Austria , Germany , Switzerland , the Netherlands ?	NUM
3153	What is the youngest age a boy or girl can have an orgasm ?	NUM
3154	What color is the lipstick on Boy George 's wax lips at London 's Madame Tussaud 's ?	ENTY
3155	What is the origin of the candy cane at Christmas ?	DESC
3156	What is the brand name of a chemical used to control ripening ?	ENTY
3157	What terror of the sea did Johnny Horton sing about ?	ENTY
3158	What is the largest office block in the world ?	LOC
3159	Who turned all he touched to gold ?	HUM
3160	What is the medical term for cancer of the blood ?	ENTY
3161	Who plays shortstop for Charlie Brown 's baseball team ?	HUM
3162	What country did the Romans call Hibernia ?	LOC
3163	Who was the most famous food editor of The New York Times ?	HUM
3164	How many dogs pull a sled in the Iditarod ?	NUM
3165	What 's a male witch called ?	ENTY
3166	How long does cocaine stay in your system ?	NUM
3167	What two countries fought the Hundred Years ' War ?	LOC
3168	Who was the last U.S. president to reinstate Selective Service registration ?	HUM
3169	On which dates does the running of the bulls occur in Pamplona , Spain ?	NUM
3170	What was the name of the lawyer who represented Randy Steven Craft ?	HUM
3171	What happens to used motor oil ?	DESC
3172	What is the most commonly used 1 letter word in the English language ?	ENTY
3173	What actress 's autobiography is titled Shelley : Also Known as Shirley ?	HUM
3174	How many colors was the 1940s collectible called a Donald Duck Rubber Boat ?	NUM
3175	How did the 7th inning stretch get started ?	DESC
3176	Who lived on the shores of the Gitchee Gumee River ?	HUM
3177	What did Tristan come back as ?	ENTY
3178	What country will hit the year 2 first ?	LOC
3179	What colors make up a rainbow ?	ENTY
3180	What war did Johnny Reb and Billy Yank fight ?	ENTY
3181	Who is section manager for guidance and control systems at JPL ?	HUM
3182	What is Goldfinger 's first name ?	HUM
3183	What square is the geographical center of London ?	LOC
3184	Which of the following famous people does not paint as a hobby ?	HUM
3185	What is the most populated city in the world ?	LOC
3186	How many pitchers occupy the shelf beside the crouching woman in Edgar Degas 's 1886 painting The Tub ?	NUM
3187	What is the cost of the drugs used in tuberculosis treatments ?	NUM
3188	What does JESSICA mean ?	ABBR
3189	What famed gangland slaughter cut into the membership of Bugs Moran 's outfit ?	ENTY
3190	Ray Charles is best known for playing what instrument ?	ENTY
3191	Where did Victor Hugo spend his exile ?	LOC
3192	What was Nine Tailors , the television show from 1974 , about ?	DESC
3193	How does the Elongated Man know a mystery is afoot ?	DESC
3194	What food of the three bears did Goldilocks eat ?	ENTY
3195	What is Boston Kreme ?	DESC
3196	Who should I call to get a tour of the New York Stock Exchange ?	HUM
3197	How many airline schools are there in the U.S. ?	NUM
3198	What U.S. general died December 1 , 1945 , when his jeep collided with a truck ?	HUM
3199	What is a swatch ?	DESC
3200	What does Ouija mean ?	DESC
3201	How many major Nazi leaders went on trial after the war at Nuremberg ?	NUM
3202	What kind of fish is a coney ?	ENTY
3203	What state did Helen Keller call home ?	LOC
3204	What was the name of the director of the movie `` Jaws '' ?	HUM
3205	What steps can be taken to prevent diabetes ?	DESC
3206	What were the first words spoken on a film sound track ?	DESC
3207	What year is etched on the Gold Medal of Excellence from the Paris Exposition depicted on a can of Campbell 's tomato soup ?	NUM
3208	What country 's royal house is Bourbon-Parma ?	LOC
3209	What film was Jude Law in ?	ENTY
3210	Who portrayed W.C. Fields in the film W.C. Fields and Me ?	HUM
3211	What were the ceremony traditions like during the Elizabethian times ?	ENTY
3212	Which college did Dikembe Mutombo play basketball at ?	HUM
3213	What is a fear of going to bed ?	ENTY
3214	Where did the saying `` rule of thumb '' come from ?	DESC
3215	Why does sound travel quicker through water than air ?	DESC
3216	How much money does the Sultan of Brunei have ?	NUM
3217	What country would you visit to ski in the Dolomites ?	LOC
3218	What month 's third weekend is the Monterey Jazz Festival held on ?	NUM
3219	What is the `` Global Economy '' ?	DESC
3220	Who built the first successful stern wheel steamboat ?	HUM
3221	What is a caul ?	DESC
3222	Who was Hitler 's minister of propaganda ?	HUM
3223	Who was the first doctor to successfully transplant a liver ?	HUM
3224	What does the theory of quantum leaps mean in simpler terms ?	DESC
3225	What is a bone marrow transplant ?	DESC
3226	What is the difference between a classical and an acoustic guitar ?	DESC
3227	What African capital is named for a U.S. president ?	LOC
3228	What is the name of a language spoken by the Sioux ?	ENTY
3229	What Mediterranean island is home to the first Club Med ?	LOC
3230	What does an edentulous smile lack ?	ENTY
3231	What is a fear of jealousy ?	ENTY
3232	Where can you find the Venus flytrap ?	LOC
3233	What is the largest sculpture in the world ?	ENTY
3234	When was John D. Rockefeller born ?	NUM
3235	What building built in 18 contains 327 miles of book shelves ?	LOC
3236	What is home banking ?	DESC
3237	What William Makepeace Thackeray novel was made into a film by Stanley Kubrick ?	ENTY
3238	Who was the lawyer for Randy Steven Craft ?	HUM
3239	How do hermit crabs reproduce ?	DESC
3240	Who is reputed to be the greatest maker of violins ?	HUM
3241	How do you stop junk snail mail ?	DESC
3242	What future Soviet dictator was training to be a priest when he got turned on to Marxism ?	HUM
3243	How long does James Bond like his eggs boiled ?	NUM
3244	What U.S. city 's skyline boasts the Gateway Arch ?	LOC
3245	Where is Belize located ?	LOC
3246	What 's the common name for a Japanese dwarf tree ?	ENTY
3247	What did Thomas Paine write ?	ENTY
3248	Who sued the Dannon yougurt company for using a character named Ron Raider for promotion ?	HUM
3249	Who was the first jockey to ride two Triple Crown winners ?	HUM
3250	What Lewis Carroll book introduced Humpty Dumpty to the world ?	ENTY
3251	Who wrote Brave New World ?	HUM
3252	What state does Charles Robb represent ?	LOC
3253	What is hydroelectricity ?	DESC
3254	How many people are taller than 7 feet ?	NUM
3255	Who wrote Unsafe at Any Speed ?	HUM
3256	How many islands make up Antigua ?	NUM
3257	How does an abacus work ?	DESC
3258	What causes rust ?	DESC
3259	What is the fear of the computer called ?	ENTY
3260	What is a technique popularly used to detect birth defects ?	ENTY
3261	What U.S. state boasts Stone Mountain , the world 's largest mass of exposed granite ?	LOC
3262	What British commander surrendered to George Washington at Yorktown in 1781 ?	HUM
3263	What according to the Kinsey Institute , is the sexual preference of four percent of American males ?	DESC
3264	Who created the World Wide Web , WWW ?	HUM
3265	What is the procedure called for drilling a hole in your skull to acheive a higher consciousness ?	ENTY
3266	What is the name of the president of Garmat U.S.A ?	HUM
3267	What was the name of the television show , starring Karl Madsen , that had San Francisco in the title ?	ENTY
3268	Who were leaders of the Byzantine empire ?	HUM
3269	Who was the first President to appoint a woman to head a cabinet ?	HUM
3270	What is splatterpunk ?	DESC
3271	What is the orgin of xoxoxox ?	DESC
3272	Who built the first pyramid ?	HUM
3273	What southeast Asian country has the Wang River joining the Ping River at Tak ?	LOC
3274	What Italian city of 155 were Leonardo da Vinci , Michaelangelo , and Machiavelli all working in ?	LOC
3275	What color tennis balls are used at Wimbledon ?	ENTY
3276	What is a 2-sided object called ?	ENTY
3277	Name a French fascist party .	HUM
3278	Name the French historical period during the reign of Napoleon III .	ENTY
3279	What movie has made the most money ?	ENTY
3280	What is time ?	DESC
3281	How many states have a lottery ?	NUM
3282	What is the name of the largest city in Chile , South America ?	LOC
3283	What are you caught in if a haboob blows up ?	ENTY
3284	What ratio of children of ages between two and eleven watch ` The Simpsons ' ?	NUM
3285	How many cities are there in Utah ?	NUM
3286	What famous meat company went out of business because it became known that the underworld had been selling them kangaroo meat ?	HUM
3287	How many visitors go to the Vatican each year ?	NUM
3288	What is the population of Mexico ?	NUM
3289	How do you get silly putty out of fabric ?	DESC
3290	What is the best online games site ?	LOC
3291	Why is the word `` abbreviation '' so long ?	DESC
3292	What century did art 's Romantic Period begin in ?	NUM
3293	How many spaces follow a period at the end of a sentence ?	NUM
3294	What is a cake of soap ?	DESC
3295	In what year was the Berlin Wall erected ?	NUM
3296	What is the weight of a teaspoon of matter in a black hole ?	NUM
3297	What is the approximate weight of a teaspoon of matter in a black hole ?	NUM
3298	What does MSG stand for ?	ABBR
3299	On what avenue is the original Saks department store located ?	LOC
3300	Where does the song Anything Goes take place ?	LOC
3301	Where was the first zoo in the U.S. ?	LOC
3302	How far is Yaroslavl from Moscow ?	NUM
3303	What is April 's gemstone ?	ENTY
3304	What is the present Pope named ?	HUM
3305	Who is the nebbish that is Marvel 's official mascot ?	HUM
3306	What powdered soft drink mix went into space ?	ENTY
3307	What did the Chinese emperor present to the English soldier Gordon in recognition of his services in quelling rebellions ?	ENTY
3308	What is one of the languages spoken by the Sioux called ?	ENTY
3309	How many bytes are in a terabyte ?	NUM
3310	Who sang the song `` Hooked on a Feeling '' in the dancing baby episode of `` Ally Mcbeal '' ?	HUM
